Case_ID,Activity,timestamp
declaration 100059,Declaration SUBMITTED by EMPLOYEE,2018/04/20 12:20:22
declaration 100059,Declaration APPROVED by ADMINISTRATION,2018/04/20 12:20:25
declaration 100059,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/23 07:03:38
declaration 100059,Request Payment,2018/04/23 07:18:33
declaration 100059,Payment Handled,2018/04/26 15:30:51
declaration 100064,Declaration SUBMITTED by EMPLOYEE,2018/04/20 12:21:30
declaration 100064,Declaration APPROVED by ADMINISTRATION,2018/04/20 12:21:32
declaration 100064,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/23 07:03:05
declaration 100064,Request Payment,2018/04/23 07:18:33
declaration 100064,Payment Handled,2018/04/26 15:30:51
declaration 100069,Declaration SUBMITTED by EMPLOYEE,2018/04/20 12:22:01
declaration 100069,Declaration APPROVED by ADMINISTRATION,2018/04/20 12:22:29
declaration 100069,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/23 06:47:38
declaration 100069,Request Payment,2018/04/23 07:18:32
declaration 100069,Payment Handled,2018/04/26 15:30:51
declaration 100074,Declaration SUBMITTED by EMPLOYEE,2018/04/20 12:23:18
declaration 100074,Declaration APPROVED by ADMINISTRATION,2018/04/20 12:23:19
declaration 100074,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/23 06:46:05
declaration 100074,Request Payment,2018/04/23 07:18:31
declaration 100074,Payment Handled,2018/04/26 15:30:51
declaration 100079,Declaration SUBMITTED by EMPLOYEE,2018/04/20 12:33:39
declaration 100079,Declaration APPROVED by ADMINISTRATION,2018/04/20 12:46:06
declaration 100079,Declaration APPROVED by BUDGET OWNER,2018/04/23 09:20:03
declaration 100079,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/24 10:23:51
declaration 100079,Request Payment,2018/04/26 06:14:53
declaration 100079,Payment Handled,2018/04/30 15:31:10
declaration 100085,Declaration SUBMITTED by EMPLOYEE,2018/04/20 12:51:43
declaration 100085,Declaration APPROVED by ADMINISTRATION,2018/04/20 12:54:48
declaration 100085,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/23 06:12:17
declaration 100085,Request Payment,2018/04/24 07:34:30
declaration 100085,Payment Handled,2018/04/26 15:30:51
declaration 100090,Declaration SUBMITTED by EMPLOYEE,2018/04/20 15:10:48
declaration 100090,Declaration APPROVED by ADMINISTRATION,2018/04/20 15:10:56
declaration 100090,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/23 07:30:00
declaration 100090,Request Payment,2018/04/23 08:22:27
declaration 100090,Payment Handled,2018/04/26 15:30:51
declaration 100095,Declaration SUBMITTED by EMPLOYEE,2018/04/21 08:38:46
declaration 100095,Declaration APPROVED by ADMINISTRATION,2018/04/21 08:38:52
declaration 100095,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/23 14:07:54
declaration 100095,Request Payment,2018/04/24 06:43:50
declaration 100095,Payment Handled,2018/04/26 15:30:51
declaration 100100,Declaration SUBMITTED by EMPLOYEE,2018/04/21 16:55:07
declaration 100100,Declaration APPROVED by ADMINISTRATION,2018/04/21 16:55:35
declaration 100100,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/23 08:05:43
declaration 100100,Request Payment,2018/04/24 07:11:49
declaration 100100,Payment Handled,2018/04/26 15:30:51
declaration 100105,Declaration SUBMITTED by EMPLOYEE,2018/04/21 17:40:05
declaration 100105,Declaration APPROVED by ADMINISTRATION,2018/04/29 18:48:27
declaration 100105,Declaration APPROVED by BUDGET OWNER,2018/04/30 07:36:43
declaration 100105,Declaration FINAL_APPROVED by SUPERVISOR,2018/05/01 14:12:56
declaration 100105,Request Payment,2018/05/02 06:22:13
declaration 100105,Payment Handled,2018/05/07 15:31:13
declaration 100111,Declaration SUBMITTED by EMPLOYEE,2018/04/22 08:03:13
declaration 100111,Declaration APPROVED by ADMINISTRATION,2018/04/22 08:03:17
declaration 100111,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/23 07:17:45
declaration 100111,Request Payment,2018/04/30 12:23:41
declaration 100111,Payment Handled,2018/05/03 15:31:15
declaration 100116,Declaration SUBMITTED by EMPLOYEE,2018/04/22 08:43:09
declaration 100116,Declaration APPROVED by ADMINISTRATION,2018/04/22 08:45:52
declaration 100116,Declaration APPROVED by BUDGET OWNER,2018/04/23 08:07:48
declaration 100116,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/24 08:26:08
declaration 100116,Request Payment,2018/04/24 08:26:09
declaration 100116,Payment Handled,2018/04/26 15:30:51
declaration 100122,Declaration SUBMITTED by EMPLOYEE,2018/04/22 08:46:06
declaration 100122,Declaration REJECTED by ADMINISTRATION,2018/04/22 08:50:50
declaration 100122,Declaration REJECTED by EMPLOYEE,2018/04/23 08:08:51
declaration 100122,Declaration SUBMITTED by EMPLOYEE,2018/04/23 08:11:17
declaration 100122,Declaration APPROVED by ADMINISTRATION,2018/04/23 08:11:29
declaration 100122,Declaration APPROVED by BUDGET OWNER,2018/04/23 09:29:46
declaration 100122,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/24 08:26:06
declaration 100122,Request Payment,2018/04/24 08:26:07
declaration 100122,Payment Handled,2018/04/26 15:30:51
declaration 100131,Declaration SUBMITTED by EMPLOYEE,2018/04/22 08:51:51
declaration 100131,Declaration APPROVED by ADMINISTRATION,2018/04/22 08:54:04
declaration 100131,Declaration APPROVED by BUDGET OWNER,2018/04/23 08:10:00
declaration 100131,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/24 08:26:07
declaration 100131,Request Payment,2018/04/24 08:26:08
declaration 100131,Payment Handled,2018/04/26 15:30:51
declaration 100137,Declaration SUBMITTED by EMPLOYEE,2018/04/22 09:01:25
declaration 100137,Declaration APPROVED by ADMINISTRATION,2018/04/22 09:07:31
declaration 100137,Declaration APPROVED by BUDGET OWNER,2018/04/23 08:49:06
declaration 100137,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/30 03:15:52
declaration 100137,Request Payment,2018/05/01 05:55:01
declaration 100137,Payment Handled,2018/05/03 15:31:15
declaration 100143,Declaration SUBMITTED by EMPLOYEE,2018/04/22 10:21:06
declaration 100143,Declaration APPROVED by ADMINISTRATION,2018/04/22 10:22:53
declaration 100143,Declaration APPROVED by BUDGET OWNER,2018/04/23 06:45:13
declaration 100143,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/24 07:09:47
declaration 100143,Request Payment,2018/04/24 13:45:25
declaration 100143,Payment Handled,2018/04/26 15:30:51
declaration 100149,Declaration SUBMITTED by EMPLOYEE,2018/04/22 11:00:19
declaration 100149,Declaration APPROVED by ADMINISTRATION,2018/04/22 11:00:23
declaration 100149,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/23 06:15:49
declaration 100149,Request Payment,2018/04/23 07:27:34
declaration 100149,Payment Handled,2018/04/26 15:30:51
declaration 100154,Declaration SUBMITTED by EMPLOYEE,2018/04/22 13:52:58
declaration 100154,Declaration APPROVED by ADMINISTRATION,2018/04/22 13:55:19
declaration 100154,Declaration APPROVED by BUDGET OWNER,2018/04/23 08:48:43
declaration 100154,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/25 08:57:09
declaration 100154,Request Payment,2018/04/26 05:32:57
declaration 100154,Payment Handled,2018/04/30 15:31:10
declaration 100160,Declaration SUBMITTED by EMPLOYEE,2018/04/23 06:23:40
declaration 100160,Declaration APPROVED by ADMINISTRATION,2018/04/23 06:23:47
declaration 100160,Declaration APPROVED by BUDGET OWNER,2018/04/23 11:06:51
declaration 100160,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/24 06:18:29
declaration 100160,Request Payment,2018/04/24 06:27:50
declaration 100160,Payment Handled,2018/04/26 15:30:51
declaration 100166,Declaration SUBMITTED by EMPLOYEE,2018/04/23 06:49:42
declaration 100166,Declaration APPROVED by ADMINISTRATION,2018/04/23 06:49:51
declaration 100166,Declaration APPROVED by BUDGET OWNER,2018/04/23 08:03:20
declaration 100166,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/26 14:25:34
declaration 100166,Request Payment,2018/05/01 05:29:04
declaration 100166,Payment Handled,2018/05/03 15:31:15
declaration 100172,Declaration SUBMITTED by EMPLOYEE,2018/04/23 06:51:54
declaration 100172,Declaration APPROVED by ADMINISTRATION,2018/04/23 06:51:57
declaration 100172,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/23 11:18:19
declaration 100172,Request Payment,2018/04/23 14:56:02
declaration 100172,Payment Handled,2018/04/26 15:30:51
declaration 100177,Declaration SUBMITTED by EMPLOYEE,2018/04/23 06:54:42
declaration 100177,Declaration APPROVED by ADMINISTRATION,2018/04/23 09:22:44
declaration 100177,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/23 09:32:16
declaration 100177,Request Payment,2018/04/23 13:00:48
declaration 100177,Payment Handled,2018/04/26 15:30:51
declaration 100182,Declaration SUBMITTED by EMPLOYEE,2018/04/23 07:03:10
declaration 100182,Declaration APPROVED by ADMINISTRATION,2018/04/23 07:04:02
declaration 100182,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/23 07:26:56
declaration 100182,Request Payment,2018/04/23 07:32:32
declaration 100182,Payment Handled,2018/04/26 15:30:51
declaration 100187,Declaration SUBMITTED by EMPLOYEE,2018/04/23 07:11:52
declaration 100187,Declaration APPROVED by ADMINISTRATION,2018/04/23 07:15:30
declaration 100187,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/23 09:32:32
declaration 100187,Request Payment,2018/04/23 13:01:01
declaration 100187,Payment Handled,2018/04/26 15:30:51
declaration 100192,Declaration SUBMITTED by EMPLOYEE,2018/04/23 07:13:16
declaration 100192,Declaration APPROVED by ADMINISTRATION,2018/04/23 07:14:51
declaration 100192,Declaration FINAL_APPROVED by SUPERVISOR,2018/04/23 07:24:06
declaration 100192,Request Payment,2018/04/23 07:44:35
declaration 100192,Payment Handled,2018/04/26 15:30:51
declaration 100197,Declaration SUBMITTED by EMPLOYEE,2017/02/15 08:52:59
declaration 100197,Declaration APPROVED by PRE_APPROVER,2017/03/14 09:09:11
declaration 100197,Declaration FINAL_APPROVED by SUPERVISOR,2017/03/21 04:15:02
declaration 100197,Declaration REJECTED by MISSING,2018/01/08 12:54:03
declaration 100197,Declaration SUBMITTED by EMPLOYEE,2018/01/08 15:35:34
declaration 100197,Declaration APPROVED by ADMINISTRATION,2018/01/08 15:36:03
declaration 100197,Declaration APPROVED by BUDGET OWNER,2018/01/16 09:19:31
declaration 100197,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/18 11:19:48
declaration 100197,Request Payment,2018/01/23 06:36:59
declaration 100197,Payment Handled,2018/01/25 16:31:07
declaration 100207,Declaration SUBMITTED by EMPLOYEE,2018/02/11 15:39:04
declaration 100207,Declaration APPROVED by ADMINISTRATION,2018/02/11 15:39:19
declaration 100207,Declaration APPROVED by BUDGET OWNER,2018/02/12 15:51:03
declaration 100207,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/13 07:39:48
declaration 100207,Request Payment,2018/02/13 07:48:44
declaration 100207,Payment Handled,2018/02/15 16:31:17
declaration 100213,Declaration SUBMITTED by EMPLOYEE,2018/02/12 09:10:24
declaration 100213,Declaration APPROVED by ADMINISTRATION,2018/02/12 09:14:15
declaration 100213,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/14 11:17:08
declaration 100213,Request Payment,2018/02/16 16:27:58
declaration 100213,Payment Handled,2018/02/19 16:31:31
declaration 100218,Declaration SUBMITTED by EMPLOYEE,2018/02/12 11:44:51
declaration 100218,Declaration APPROVED by ADMINISTRATION,2018/02/12 11:44:56
declaration 100218,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/13 08:32:35
declaration 100218,Request Payment,2018/02/13 09:00:04
declaration 100218,Payment Handled,2018/02/15 16:31:17
declaration 100223,Declaration SUBMITTED by EMPLOYEE,2018/02/12 13:31:58
declaration 100223,Declaration APPROVED by ADMINISTRATION,2018/02/12 13:33:14
declaration 100223,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/15 13:17:18
declaration 100223,Request Payment,2018/02/21 07:21:34
declaration 100223,Payment Handled,2018/02/26 16:31:27
declaration 100228,Declaration SUBMITTED by EMPLOYEE,2018/02/12 14:13:54
declaration 100228,Declaration APPROVED by ADMINISTRATION,2018/02/12 14:14:30
declaration 100228,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/12 14:29:21
declaration 100228,Request Payment,2018/02/12 17:37:46
declaration 100228,Payment Handled,2018/02/15 16:31:17
declaration 100233,Declaration SUBMITTED by EMPLOYEE,2018/02/12 14:31:09
declaration 100233,Declaration APPROVED by ADMINISTRATION,2018/02/12 14:36:59
declaration 100233,Declaration APPROVED by BUDGET OWNER,2018/02/16 09:47:55
declaration 100233,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/23 04:15:21
declaration 100233,Request Payment,2018/03/06 07:47:47
declaration 100233,Payment Handled,2018/03/08 16:30:58
declaration 100239,Declaration SUBMITTED by EMPLOYEE,2018/02/12 14:49:33
declaration 100239,Declaration APPROVED by ADMINISTRATION,2018/02/12 14:49:35
declaration 100239,Declaration APPROVED by BUDGET OWNER,2018/02/13 08:55:47
declaration 100239,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/13 09:06:28
declaration 100239,Request Payment,2018/02/15 16:28:12
declaration 100239,Payment Handled,2018/02/19 16:31:31
declaration 100245,Declaration SUBMITTED by EMPLOYEE,2018/02/12 14:55:09
declaration 100245,Declaration REJECTED by ADMINISTRATION,2018/02/12 15:05:40
declaration 100245,Declaration REJECTED by EMPLOYEE,2018/02/13 08:58:29
declaration 100245,Declaration SUBMITTED by EMPLOYEE,2018/02/13 18:25:23
declaration 100245,Declaration APPROVED by ADMINISTRATION,2018/02/13 18:25:26
declaration 100245,Declaration REJECTED by SUPERVISOR,2018/02/22 07:47:26
declaration 100245,Declaration REJECTED by EMPLOYEE,2018/02/23 10:39:44
declaration 100245,Declaration SUBMITTED by EMPLOYEE,2018/02/23 11:34:01
declaration 100245,Declaration APPROVED by ADMINISTRATION,2018/02/23 11:34:10
declaration 100245,Declaration APPROVED by BUDGET OWNER,2018/02/26 13:53:36
declaration 100245,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/05 04:15:25
declaration 100245,Request Payment,2018/03/05 14:07:39
declaration 100245,Payment Handled,2018/03/08 16:30:58
declaration 100258,Declaration SUBMITTED by EMPLOYEE,2018/02/12 15:06:54
declaration 100258,Declaration APPROVED by ADMINISTRATION,2018/06/18 08:58:39
declaration 100258,Declaration APPROVED by BUDGET OWNER,2018/06/18 12:10:52
declaration 100258,Declaration FINAL_APPROVED by SUPERVISOR,2018/06/25 03:15:19
declaration 100258,Request Payment,2018/06/26 05:37:25
declaration 100258,Payment Handled,2018/06/28 15:31:33
declaration 100264,Declaration SUBMITTED by EMPLOYEE,2018/02/12 16:50:20
declaration 100264,Declaration APPROVED by ADMINISTRATION,2018/02/12 16:50:24
declaration 100264,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/13 09:04:14
declaration 100264,Request Payment,2018/02/15 06:54:05
declaration 100264,Payment Handled,2018/02/19 16:31:31
declaration 100269,Declaration SUBMITTED by EMPLOYEE,2018/02/13 08:11:06
declaration 100269,Declaration APPROVED by ADMINISTRATION,2018/02/13 08:43:17
declaration 100269,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/14 08:49:26
declaration 100269,Request Payment,2018/02/15 14:31:28
declaration 100269,Payment Handled,2018/02/19 16:31:31
declaration 100274,Declaration SUBMITTED by EMPLOYEE,2018/02/13 08:15:54
declaration 100274,Declaration APPROVED by ADMINISTRATION,2018/02/13 08:29:49
declaration 100274,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/15 07:49:57
declaration 100274,Request Payment,2018/02/16 14:30:15
declaration 100274,Payment Handled,2018/02/19 16:31:31
declaration 100279,Declaration SUBMITTED by EMPLOYEE,2018/02/13 08:22:00
declaration 100279,Declaration APPROVED by ADMINISTRATION,2018/02/13 08:23:51
declaration 100279,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/14 12:00:36
declaration 100279,Request Payment,2018/02/15 09:51:54
declaration 100279,Payment Handled,2018/02/19 16:31:31
declaration 100284,Declaration SUBMITTED by EMPLOYEE,2018/02/13 10:49:11
declaration 100284,Declaration APPROVED by ADMINISTRATION,2018/02/13 11:06:39
declaration 100284,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/14 08:50:01
declaration 100284,Request Payment,2018/02/14 09:31:33
declaration 100284,Payment Handled,2018/02/15 16:31:17
declaration 100289,Declaration SUBMITTED by EMPLOYEE,2018/02/13 10:56:40
declaration 100289,Declaration APPROVED by ADMINISTRATION,2018/02/13 10:56:52
declaration 100289,Declaration APPROVED by BUDGET OWNER,2018/02/13 14:22:26
declaration 100289,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/13 15:14:12
declaration 100289,Request Payment,2018/02/13 15:14:15
declaration 100289,Payment Handled,2018/02/15 16:31:17
declaration 100295,Declaration SUBMITTED by EMPLOYEE,2018/02/13 13:18:59
declaration 100295,Declaration APPROVED by ADMINISTRATION,2018/02/13 13:19:18
declaration 100295,Declaration APPROVED by BUDGET OWNER,2018/02/15 07:53:09
declaration 100295,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/20 16:09:39
declaration 100295,Request Payment,2018/02/22 10:38:10
declaration 100295,Payment Handled,2018/02/26 16:31:27
declaration 100301,Declaration SUBMITTED by EMPLOYEE,2018/02/13 13:54:45
declaration 100301,Declaration APPROVED by ADMINISTRATION,2018/02/13 13:56:06
declaration 100301,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/15 07:16:49
declaration 100301,Request Payment,2018/02/27 07:20:32
declaration 100301,Payment Handled,2018/03/01 16:31:25
declaration 100306,Declaration SUBMITTED by EMPLOYEE,2018/02/13 15:57:03
declaration 100306,Declaration APPROVED by ADMINISTRATION,2018/02/13 15:57:14
declaration 100306,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/22 07:55:27
declaration 100306,Request Payment,2018/02/22 13:16:45
declaration 100306,Payment Handled,2018/02/26 16:31:27
declaration 100311,Declaration SUBMITTED by EMPLOYEE,2018/02/13 19:44:24
declaration 100311,Declaration APPROVED by ADMINISTRATION,2018/02/13 19:44:34
declaration 100311,Declaration APPROVED by BUDGET OWNER,2018/02/14 13:10:17
declaration 100311,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/15 09:06:17
declaration 100311,Request Payment,2018/02/15 09:06:19
declaration 100311,Payment Handled,2018/02/19 16:31:31
declaration 100317,Declaration SUBMITTED by EMPLOYEE,2018/02/13 19:46:12
declaration 100317,Declaration APPROVED by ADMINISTRATION,2018/02/13 19:46:19
declaration 100317,Declaration APPROVED by BUDGET OWNER,2018/02/14 13:10:54
declaration 100317,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/15 09:06:14
declaration 100317,Request Payment,2018/02/15 09:06:17
declaration 100317,Payment Handled,2018/02/19 16:31:31
declaration 100323,Declaration SUBMITTED by EMPLOYEE,2018/02/14 08:11:06
declaration 100323,Declaration APPROVED by ADMINISTRATION,2018/02/14 08:13:44
declaration 100323,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/14 09:02:30
declaration 100323,Request Payment,2018/02/19 08:41:19
declaration 100323,Payment Handled,2018/02/22 16:30:39
declaration 100328,Declaration SUBMITTED by EMPLOYEE,2018/02/14 08:14:00
declaration 100328,Declaration APPROVED by ADMINISTRATION,2018/02/20 12:05:09
declaration 100328,Declaration FINAL_APPROVED by SUPERVISOR,2018/03/01 11:34:39
declaration 100328,Request Payment,2018/03/05 07:10:49
declaration 100328,Payment Handled,2018/03/08 16:30:58
declaration 100333,Declaration SUBMITTED by EMPLOYEE,2018/02/14 08:17:18
declaration 100333,Declaration APPROVED by ADMINISTRATION,2018/02/14 08:19:46
declaration 100333,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/14 13:11:20
declaration 100333,Request Payment,2018/02/16 13:30:48
declaration 100333,Payment Handled,2018/02/19 16:31:31
declaration 100338,Declaration SUBMITTED by EMPLOYEE,2018/02/14 09:42:26
declaration 100338,Declaration APPROVED by ADMINISTRATION,2018/02/14 09:42:31
declaration 100338,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/14 12:01:31
declaration 100338,Request Payment,2018/02/15 10:57:57
declaration 100338,Payment Handled,2018/02/19 16:31:31
declaration 100343,Declaration SUBMITTED by EMPLOYEE,2018/02/14 10:41:36
declaration 100343,Declaration APPROVED by ADMINISTRATION,2018/02/15 09:57:05
declaration 100343,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/22 08:06:06
declaration 100343,Request Payment,2018/02/22 14:02:05
declaration 100343,Payment Handled,2018/02/26 16:31:27
declaration 100348,Declaration SUBMITTED by EMPLOYEE,2018/02/14 13:29:28
declaration 100348,Declaration APPROVED by ADMINISTRATION,2018/02/14 13:29:39
declaration 100348,Declaration APPROVED by BUDGET OWNER,2018/02/14 13:52:33
declaration 100348,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/20 14:55:54
declaration 100348,Request Payment,2018/02/22 07:30:44
declaration 100348,Payment Handled,2018/02/26 16:31:27
declaration 100354,Declaration SUBMITTED by EMPLOYEE,2018/02/14 15:33:17
declaration 100354,Declaration APPROVED by ADMINISTRATION,2018/02/14 15:40:50
declaration 100354,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/22 08:07:52
declaration 100354,Request Payment,2018/02/22 15:39:50
declaration 100354,Payment Handled,2018/02/26 16:31:27
declaration 100359,Declaration SUBMITTED by EMPLOYEE,2018/02/22 09:22:05
declaration 100359,Declaration APPROVED by ADMINISTRATION,2018/02/22 09:22:07
declaration 100359,Declaration APPROVED by BUDGET OWNER,2018/02/26 13:54:03
declaration 100359,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/27 13:26:06
declaration 100359,Request Payment,2018/03/06 13:58:07
declaration 100359,Payment Handled,2018/03/08 16:30:58
declaration 100365,Declaration SUBMITTED by EMPLOYEE,2017/12/18 20:15:56
declaration 100365,Declaration REJECTED by ADMINISTRATION,2018/01/25 12:38:32
declaration 100365,Declaration REJECTED by EMPLOYEE,2018/01/30 14:52:08
declaration 100365,Declaration SUBMITTED by EMPLOYEE,2018/01/30 17:53:59
declaration 100365,Declaration APPROVED by ADMINISTRATION,2018/01/30 17:54:10
declaration 100365,Declaration APPROVED by BUDGET OWNER,2018/01/31 12:31:30
declaration 100365,Declaration FINAL_APPROVED by SUPERVISOR,2018/02/07 04:15:15
declaration 100365,Request Payment,2018/02/12 14:14:41
declaration 100365,Payment Handled,2018/02/15 16:31:17
declaration 100374,Declaration SUBMITTED by EMPLOYEE,2018/01/08 09:58:58
declaration 100374,Declaration APPROVED by ADMINISTRATION,2018/01/08 10:04:42
declaration 100374,Declaration APPROVED by BUDGET OWNER,2018/01/09 12:21:43
declaration 100374,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/16 04:15:38
declaration 100374,Request Payment,2018/01/18 07:53:20
declaration 100374,Payment Handled,2018/01/22 16:31:16
declaration 100380,Declaration SUBMITTED by EMPLOYEE,2018/01/09 11:51:46
declaration 100380,Declaration REJECTED by ADMINISTRATION,2018/01/09 11:53:19
declaration 100380,Declaration REJECTED by EMPLOYEE,2018/01/09 12:14:53
declaration 100380,Declaration SUBMITTED by EMPLOYEE,2018/01/09 13:14:34
declaration 100380,Declaration APPROVED by ADMINISTRATION,2018/01/09 13:14:43
declaration 100380,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/09 14:08:14
